Id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
468849,1,9,1,2,3,9,4,10,4,8,1
165661,2,5,1,7,2,4,2,7,4,12,1
601825,3,10,4,9,4,2,3,7,1,13,0
568300,4,10,1,8,2,13,3,12,1,5,0
1011816,1,13,2,4,2,8,4,6,4,5,0
66575,1,1,1,6,1,3,4,12,3,4,0
275957,2,1,4,13,2,10,2,4,2,5,0
234244,1,9,4,5,1,12,2,6,3,2,0
40214,4,5,2,10,3,8,2,6,2,12,0
942034,2,5,2,11,4,7,3,12,1,8,0
700204,1,1,2,4,3,6,1,13,1,4,1
431495,3,4,1,3,2,12,1,9,4,2,0
742775,3,9,2,12,2,9,4,12,4,8,2
828969,1,3,4,7,4,11,4,9,2,8,0
483497,4,11,1,3,2,1,2,2,4,7,0
221299,3,6,4,12,1,11,4,4,2,3,0
220964,1,8,2,4,3,10,4,3,1,4,1
412660,2,6,2,8,3,1,3,10,4,7,0
803191,3,4,2,7,2,1,3,13,4,13,1
672209,2,12,2,8,4,8,4,7,2,10,1
980822,4,3,4,12,2,12,2,4,2,10,1
429109,4,11,4,13,2,10,2,2,3,7,0
621262,1,11,4,12,4,2,3,6,3,10,0
758564,2,3,4,11,1,9,4,6,1,6,1
929577,4,4,1,5,3,11,2,3,3,4,1
401664,1,2,4,9,2,13,2,12,2,5,0
367228,1,11,1,5,2,9,4,3,2,8,0
998075,4,1,1,1,2,10,2,9,1,13,1
227334,2,10,3,7,1,12,4,1,3,13,0
29524,3,9,2,3,3,1,2,4,4,8,0
513813,2,2,4,5,3,2,2,10,4,6,1
757243,2,1,1,6,4,9,1,7,2,11,0
702365,3,12,1,3,1,13,3,4,1,10,0
889860,1,6,4,2,3,10,1,12,2,3,0
650008,4,10,1,10,4,6,1,2,4,4,1
121458,4,1,4,7,3,2,1,11,3,1,1
279501,4,5,4,7,1,3,1,13,3,1,0
428851,4,7,3,13,1,13,3,3,1,7,2
128384,1,4,2,3,1,12,1,5,2,5,1
60322,2,13,3,12,2,5,1,5,4,5,3
34991,4,13,2,2,3,13,2,5,1,2,2
755790,4,3,2,4,4,9,1,4,2,8,1
428342,4,4,3,3,1,8,3,6,4,9,0
819353,4,1,1,2,2,7,3,5,2,11,0
986614,3,5,3,1,1,5,4,1,4,11,2
784975,3,5,1,10,2,6,2,5,1,1,1
195989,1,5,2,10,2,8,2,3,4,8,1
950939,2,13,1,12,4,8,4,12,1,9,1
338547,3,10,4,4,1,10,4,6,3,11,1
776357,2,10,4,3,2,7,2,8,1,1,0
345395,1,7,4,4,4,1,3,13,1,11,0
224145,2,5,3,2,3,4,2,2,2,11,1
678351,1,13,2,12,4,6,1,6,3,11,1
841929,3,5,2,2,2,4,4,10,1,8,0
592909,3,11,1,11,2,1,3,4,3,3,1
770770,3,1,2,9,3,12,4,6,3,6,1
443839,3,2,2,5,4,6,4,12,4,4,0
490023,2,8,4,6,1,10,1,11,1,6,1
600009,2,4,3,1,2,10,1,5,2,2,0
79630,4,13,3,9,1,12,3,5,1,13,1
581317,3,10,1,2,4,7,4,3,1,7,1
42485,2,4,2,12,2,3,4,2,3,7,0
890755,4,13,3,10,1,9,2,9,4,11,1
314653,3,12,4,1,4,13,3,13,1,8,1
458347,3,3,3,7,1,7,3,2,4,4,1
614785,2,5,3,13,3,4,3,12,1,9,0
539119,2,3,2,7,1,1,1,10,1,2,0
984285,1,1,1,7,4,13,1,12,3,10,0
395408,3,2,4,4,2,4,3,13,1,13,2
16784,2,1,3,2,2,8,4,1,2,3,1
752108,1,10,1,12,2,11,4,13,3,4,0
616621,1,12,1,1,1,11,1,8,1,9,5
998678,3,6,1,13,4,2,3,4,3,1,0
870599,1,13,2,7,4,13,4,10,2,11,1
779095,2,13,4,12,2,7,3,3,1,6,0
893127,3,13,1,2,2,8,2,9,1,9,1
642445,1,1,3,5,2,9,2,5,4,6,1
404814,4,13,3,1,3,6,4,9,3,2,0
230985,1,7,4,6,2,7,4,3,3,1,1
617561,2,7,2,6,4,7,2,3,2,9,1
213285,4,10,2,9,3,7,4,13,3,4,0
773643,2,8,3,5,4,1,4,13,3,1,1
694549,4,1,1,8,2,7,1,7,3,2,1
596036,3,10,1,7,4,10,3,2,1,2,2
296719,4,10,3,9,3,7,1,3,3,12,0
745412,3,13,4,9,1,3,3,4,3,10,0
348592,2,13,2,1,2,8,2,7,4,1,1
759118,2,10,1,2,1,1,4,7,2,4,0
331773,2,5,1,5,4,11,1,2,2,4,1
114810,1,11,1,7,2,2,2,7,1,4,1
357286,4,8,1,7,1,13,3,7,2,2,1
808509,4,6,1,2,2,13,1,9,2,3,0
987569,2,4,1,3,1,4,4,1,4,11,1
471225,1,6,3,12,2,10,2,6,1,5,1
784750,3,13,2,10,3,11,3,5,3,10,1
311199,1,2,3,9,4,6,1,1,2,1,1
147001,2,4,3,4,3,5,4,9,2,11,1
783472,4,7,2,1,3,3,3,5,2,4,0
683738,3,8,1,1,1,3,2,11,4,3,1
299535,3,3,1,4,1,5,3,7,1,12,0
268871,3,8,3,11,1,3,4,1,1,4,0
641778,3,5,3,2,4,13,3,10,1,12,0
248942,4,1,1,8,2,2,4,6,1,1,1
390593,2,13,3,8,1,2,2,10,4,8,1
849234,2,12,2,6,1,3,2,10,4,10,1
49598,2,3,3,5,3,9,1,3,3,13,1
890803,4,11,4,9,1,9,1,10,1,2,1
173891,4,8,3,1,3,9,3,12,1,1,1
576250,1,7,2,6,3,6,1,6,1,11,3
695439,1,9,4,13,4,6,3,5,2,9,1
475280,3,1,4,9,4,13,4,6,3,7,0
479845,4,11,2,4,3,7,3,4,1,3,1
856974,4,1,3,3,4,10,4,7,4,13,0
488797,3,5,3,6,4,6,2,1,3,7,1
791330,4,8,4,10,3,5,2,9,2,2,0
623512,4,6,4,10,3,2,3,13,2,11,0
140774,1,11,4,11,4,8,3,3,2,7,1
462458,3,12,2,6,2,13,2,2,4,10,0
134158,2,3,2,10,1,9,4,9,2,13,1
778910,2,13,1,4,3,6,2,3,4,9,0
248466,3,2,1,10,2,12,2,3,1,6,0
400412,4,6,4,2,2,3,4,7,1,9,0
69842,4,11,1,4,1,1,2,9,1,11,1
190900,2,6,1,10,4,7,2,12,3,3,0
63028,3,8,4,2,4,9,1,8,3,3,1
916177,3,10,2,9,2,11,3,1,1,10,1
114583,4,11,2,12,4,2,1,11,1,10,1
365323,2,2,4,8,2,1,4,4,3,1,1
187913,1,13,1,4,2,11,3,9,1,5,0
714700,2,9,2,8,3,13,4,8,1,13,2
400601,2,5,4,9,2,8,4,1,2,13,0
877829,1,6,3,4,4,1,4,3,3,9,0
647253,3,3,4,12,4,10,4,13,2,7,0
330483,3,12,2,11,2,8,4,2,2,12,1
608514,2,12,3,4,4,7,1,5,4,5,1
90216,1,11,1,10,4,8,3,7,4,1,0
352722,3,11,1,6,4,11,1,3,1,4,1
926244,2,3,4,4,2,11,3,2,3,5,0
254785,1,2,1,1,3,11,3,6,4,9,0
625997,2,12,3,4,3,1,1,6,1,2,0
337270,2,6,2,9,3,3,3,4,2,10,0
765480,2,10,2,6,4,12,1,5,4,9,0
658664,2,9,1,1,2,4,4,3,4,4,1
217931,2,4,4,4,4,13,4,5,1,10,1
877649,3,3,1,6,3,13,1,10,4,2,0
118548,4,2,2,1,3,1,4,3,4,5,1
77926,1,6,4,3,4,6,1,9,1,3,2
14942,2,7,4,7,3,9,2,9,2,4,2
53207,3,4,4,2,1,6,1,13,4,1,0
506373,4,8,1,13,3,10,2,3,1,12,0
680030,3,9,4,11,1,8,3,7,4,5,0
153920,1,12,3,12,4,9,3,1,3,9,2
763502,1,6,4,2,4,5,1,5,2,3,1
653401,2,10,3,13,3,3,1,3,3,1,1
445912,4,5,1,5,3,6,4,13,4,7,1
899575,1,6,2,10,2,2,1,1,3,2,1
21981,2,9,4,12,1,9,1,10,2,12,2
868047,1,5,1,1,4,4,2,13,2,5,1
92387,1,9,4,2,4,11,3,12,4,6,0
926352,3,6,1,5,1,10,2,10,2,11,1
768792,3,1,2,5,4,6,3,13,4,5,1
720554,3,1,3,3,3,2,3,4,3,7,5
569030,3,4,2,9,4,12,1,8,2,3,0
1015862,2,5,2,11,1,4,3,9,2,2,0
785583,1,6,2,1,4,1,1,9,2,8,1
480061,2,8,4,1,3,9,3,13,2,4,0
134042,2,6,2,5,3,6,3,4,4,6,3
564982,1,3,4,7,3,12,3,8,2,8,1
270264,3,6,3,11,2,6,1,9,4,1,1
157669,2,2,3,9,4,11,4,12,2,1,0
168563,3,5,2,11,4,4,1,9,1,2,0
673555,4,1,2,3,4,3,2,12,1,12,2
730419,2,8,3,1,2,7,1,5,1,9,0
524440,1,13,2,11,3,8,2,1,3,9,0
546981,4,5,3,3,3,4,4,7,3,11,0
195504,1,10,4,3,3,12,2,3,1,9,1
357950,2,8,2,7,1,1,2,5,1,7,1
393079,3,7,3,3,2,5,4,10,2,3,1
629385,2,1,3,8,4,9,1,4,4,1,1
312107,4,9,1,8,1,7,1,4,2,2,0
850200,3,12,3,10,1,10,1,4,2,6,1
819676,3,5,3,13,4,2,4,10,1,10,1
379165,1,5,1,11,4,11,3,8,2,6,1
680775,4,3,2,2,3,11,2,9,1,6,0
467601,2,8,4,8,4,11,1,12,1,13,1
917576,2,10,2,7,1,2,3,9,2,8,0
569768,4,11,2,13,3,10,4,1,4,7,0
785629,1,9,4,11,4,9,1,4,4,2,1
107754,1,3,1,1,2,4,3,3,2,12,1
289794,2,1,2,10,1,3,2,8,3,7,0
937228,1,11,4,6,2,5,3,10,2,13,0
436321,4,11,1,7,1,1,3,12,2,8,0
585841,1,5,4,12,1,12,1,6,2,12,3
10922,2,12,1,9,3,7,4,8,1,12,1
433269,2,10,3,3,4,11,4,10,3,1,1
326663,2,1,1,7,3,5,3,8,2,5,1
763171,2,3,1,4,2,4,1,8,2,5,1
506589,1,9,3,10,3,6,4,5,1,3,0
816697,4,11,1,5,1,8,1,9,3,13,0
743081,1,8,2,11,1,1,2,9,1,11,1
79770,1,8,4,1,2,12,2,7,4,10,0
965369,3,12,4,6,4,11,1,9,3,1,0
114947,4,1,3,3,2,7,4,8,3,13,0
668998,4,13,4,2,3,4,4,11,3,9,0
600493,2,7,1,13,4,12,1,5,3,2,0
942485,3,8,4,12,3,6,1,4,1,11,0
810079,1,8,4,9,1,6,2,5,1,2,0
309958,3,11,1,8,3,5,2,9,2,10,0
338088,1,13,2,10,1,6,3,5,3,6,1
928173,2,13,2,2,4,7,4,8,4,9,0
432342,4,7,1,1,2,5,1,5,3,7,2
625581,1,1,3,4,4,12,3,12,2,6,1
123451,1,4,4,11,2,6,2,5,2,2,0
661228,2,13,3,7,2,2,3,2,4,1,1
53778,1,1,1,2,4,6,2,3,2,13,0
711561,1,8,4,10,2,9,3,9,2,6,1
180197,2,3,1,4,4,7,4,2,3,7,1
639654,1,10,4,12,1,13,4,2,1,8,0
438202,2,2,3,2,2,7,1,13,2,10,1
274741,4,8,4,5,4,13,3,1,3,4,0
692372,2,1,1,10,1,6,3,12,4,12,1
636117,4,13,4,12,2,10,1,7,2,1,0
115152,4,12,4,5,1,1,2,13,2,12,1
314940,1,11,3,12,3,8,2,2,1,1,0
350531,4,8,4,5,2,5,1,4,4,4,2
606451,4,13,2,9,4,2,2,10,1,12,0
944206,3,12,1,4,2,7,4,2,1,13,0
864093,2,1,3,10,3,3,1,9,1,13,0
8541,1,12,1,8,2,2,4,6,3,1,0
546996,4,11,2,12,4,10,2,6,1,4,0
941222,4,3,1,4,3,8,2,10,1,1,0
810780,4,13,4,7,2,5,4,12,3,13,1
200305,2,5,1,9,3,7,1,6,2,12,0
414104,2,5,2,13,1,6,4,10,2,1,0
97829,1,2,2,10,2,1,3,12,1,13,0
394171,4,1,4,8,2,12,4,2,3,12,1
469338,2,11,1,3,3,7,3,9,4,6,0
937599,4,10,3,13,4,1,2,8,2,10,1
961913,4,8,4,11,1,9,1,1,2,11,1
321422,3,6,1,1,3,3,3,7,4,12,0
353485,4,7,3,3,3,12,2,5,1,6,0
459342,4,1,3,3,3,2,2,1,1,10,1
650885,4,6,4,1,1,7,4,8,1,12,0
113095,1,9,4,4,4,13,4,6,4,10,0
719961,2,4,4,12,2,13,4,10,3,4,1
759305,4,6,4,10,3,1,3,12,2,9,0
218042,1,6,3,3,3,4,3,13,2,11,0
862357,3,3,2,8,3,11,2,5,2,6,0
159506,4,11,1,6,2,10,4,3,1,3,1
510747,1,5,4,7,3,8,1,6,2,10,0
582697,1,8,2,6,4,1,1,7,2,1,1
416990,3,9,1,6,4,2,3,4,4,7,0
1007215,4,11,1,1,4,3,3,13,2,13,1
214916,4,6,3,3,1,10,1,6,1,8,1
380164,1,10,3,4,3,13,3,3,1,2,0
245867,4,13,3,7,1,7,2,11,1,13,2
981387,2,12,4,8,3,8,3,12,1,10,2
632075,2,4,2,12,1,8,2,2,4,12,1
1012303,4,13,1,7,2,4,4,1,2,10,0
625009,4,7,2,13,3,7,2,5,4,12,1
65948,1,12,1,1,2,1,3,1,1,10,3
409119,2,5,4,12,3,3,1,9,1,8,0
84361,1,9,2,6,1,7,3,3,2,4,0
634930,3,9,4,1,1,3,2,9,1,7,1
490511,2,5,4,12,2,11,2,10,1,2,0
44858,3,11,4,1,4,2,3,10,4,4,0
375967,1,11,3,10,3,11,1,8,2,11,3
787780,1,12,4,8,2,3,2,13,4,3,1
16373,3,8,4,10,4,9,4,12,1,10,1
8045,2,1,2,6,2,3,2,13,1,1,1
779404,1,13,1,2,2,8,1,9,4,6,0
559047,4,11,2,10,3,10,1,7,3,13,1
558395,4,13,1,13,2,3,3,1,2,5,1
884962,4,2,3,10,2,3,1,4,3,7,0
544193,4,11,2,11,1,1,4,12,1,2,1
70272,2,12,2,4,4,7,3,10,2,5,0
706670,2,3,2,8,2,7,2,9,4,11,0
287647,2,13,1,12,2,10,3,12,3,6,1
711431,4,3,2,9,4,5,4,9,3,10,1
837086,3,6,3,4,4,1,4,9,1,3,0
153277,3,12,4,7,1,5,1,3,1,9,0
977918,4,3,1,7,2,9,3,2,2,4,0
260849,4,1,3,12,2,11,2,8,1,2,0
515230,2,6,3,11,1,13,3,10,4,13,1
115154,1,9,3,8,1,4,4,5,1,6,0
22095,3,7,3,13,3,3,3,12,2,1,0
599727,3,12,2,3,1,4,2,11,2,5,0
929808,2,13,3,11,2,11,2,5,2,10,1
522664,1,11,2,2,3,13,3,2,3,8,1
966298,4,11,4,4,3,8,2,1,3,10,0
245370,2,7,4,2,2,4,3,10,1,1,0
54001,3,4,1,3,3,6,3,12,2,7,0
725219,1,7,1,2,3,3,2,9,4,7,1
20547,4,4,4,13,2,13,1,8,4,9,1
299907,3,7,3,10,2,3,2,8,3,11,0
512047,1,6,3,3,4,1,3,2,2,1,1
887538,3,6,4,11,1,7,3,4,4,1,0
490383,4,1,1,13,1,4,3,4,2,8,1
282475,2,4,4,12,3,4,3,6,2,3,1
285814,1,1,2,2,2,4,1,8,3,5,0
928015,1,12,4,8,2,7,4,7,4,13,1
830361,2,11,4,4,3,11,3,3,1,12,1
408907,3,7,4,12,4,13,1,7,3,4,1
602734,1,5,1,8,4,10,2,2,1,2,1
694959,1,8,3,6,3,1,1,9,1,1,1
213310,1,7,4,12,1,2,3,5,4,5,1
783711,4,8,3,12,3,10,1,3,2,13,0
779161,1,10,1,4,3,3,1,3,2,13,1
169841,3,12,4,2,2,2,3,8,3,5,1
1008487,4,12,4,3,2,8,2,9,4,2,0
397333,4,13,1,4,3,12,2,6,2,7,0
749392,4,6,1,7,2,9,4,11,3,5,0
33172,1,11,4,5,4,1,1,7,1,4,0
742419,3,10,1,13,2,12,2,3,1,1,0
424222,3,2,3,1,3,12,3,7,4,10,0
79516,2,12,2,9,3,4,3,13,2,8,0
356317,1,12,4,7,2,9,3,11,2,5,0
447668,2,11,1,8,2,2,4,9,2,13,0
20299,2,10,3,13,4,2,1,10,4,3,1
564283,1,3,3,13,2,4,4,9,4,10,0
430870,3,1,2,11,2,3,2,10,1,11,1
735656,3,6,1,10,4,5,2,11,1,5,1
130976,4,1,4,10,4,2,1,2,2,8,1
230214,1,3,2,10,1,8,2,3,1,2,1
528660,3,10,2,11,1,6,3,1,1,9,0
86546,2,8,1,2,2,13,2,12,4,8,1
270786,1,5,3,13,4,12,2,2,4,13,1
270019,3,8,1,3,3,10,3,13,4,2,0
19134,2,2,1,12,3,12,2,12,1,11,3
356081,3,4,2,6,1,2,2,12,1,10,0
856654,1,3,1,11,4,2,1,13,4,3,1
240431,1,9,1,13,4,1,4,7,2,5,0
363385,1,5,2,1,3,6,3,2,1,12,0
635875,2,13,1,1,2,5,2,4,1,2,0
374971,4,4,1,9,3,8,1,3,1,12,0
127669,2,3,4,13,1,8,1,10,3,2,0
152809,3,10,4,1,4,3,3,7,2,6,0
269822,3,11,1,11,4,13,2,11,3,4,3
854099,2,9,3,12,4,1,2,8,3,13,0
906962,3,13,1,5,3,1,2,12,2,1,1
661977,1,10,3,8,4,10,4,4,1,1,1
137239,2,10,4,2,1,10,2,3,2,7,1
242360,4,4,3,10,2,1,2,5,4,8,0
983564,4,11,1,5,3,8,2,13,2,2,0
989157,1,10,3,5,4,8,3,6,3,7,0
688144,4,13,2,4,4,11,2,9,2,13,1
1016176,2,12,2,13,2,1,1,4,3,6,0
645695,3,4,3,5,3,7,4,13,1,8,0
784366,4,4,3,8,1,9,3,1,2,13,0
659880,3,3,2,13,2,1,2,4,4,8,0
482470,3,8,4,11,3,11,4,7,4,3,1
638834,2,7,2,4,3,3,3,12,2,13,0
1016646,2,11,3,3,2,13,1,3,2,3,3
819541,4,12,1,8,1,5,2,10,2,12,1
978662,2,10,1,9,4,1,1,7,2,9,1
916819,1,9,4,12,4,6,4,7,2,2,0
337124,1,11,1,4,4,6,4,5,1,8,0
770362,2,8,1,1,4,10,3,2,1,11,0
592584,3,13,4,2,1,8,4,1,3,4,0
526942,2,7,2,6,2,11,1,5,1,12,0
682615,3,10,4,3,1,3,2,1,4,5,1
490555,1,13,3,12,4,6,1,11,1,10,0
773852,3,2,3,7,1,8,1,13,1,11,0
994167,1,10,2,12,4,11,3,5,3,6,0
135370,1,5,3,12,3,4,1,3,2,7,0
691783,4,2,2,8,3,8,3,6,4,4,1
765448,3,11,1,9,4,5,2,9,1,11,2
480661,1,2,1,7,3,3,2,5,2,3,1
35338,2,2,2,6,1,5,1,12,3,8,0
3505,1,2,3,3,2,3,2,6,1,6,2
862221,4,1,2,9,2,1,4,10,3,6,1
463123,2,3,2,12,2,7,1,12,1,4,1
768692,1,12,4,13,1,1,3,6,3,12,1
8106,4,10,1,10,2,13,3,11,2,9,1
761205,4,2,2,9,1,10,4,4,1,2,1
245389,3,13,3,8,3,4,2,11,4,12,0
869808,3,5,3,10,1,13,4,10,1,10,3
503789,1,12,3,11,4,6,3,12,1,13,1
21911,1,1,1,9,4,9,3,6,3,1,2
958771,2,10,2,12,2,7,3,5,4,12,1
867877,3,9,3,8,1,4,2,3,3,3,1
469296,3,3,2,6,1,6,2,7,3,9,1
817588,4,3,3,6,2,2,3,4,1,11,0
52128,3,8,4,1,2,9,4,7,1,6,0
275707,3,5,4,12,2,3,4,13,3,3,1
296035,3,8,4,10,2,4,3,5,4,9,0
465680,4,4,1,8,2,10,1,12,2,6,0
64594,2,8,2,5,3,12,1,6,3,10,0
484727,1,12,1,6,1,2,2,6,2,5,1
640875,2,13,3,5,4,3,3,1,1,11,0
100223,4,10,1,2,4,7,3,8,2,7,1
1145,4,9,3,7,1,9,4,6,2,7,2
251216,3,13,4,3,2,7,4,7,2,3,2
802323,3,13,4,12,1,7,2,11,1,12,1
828314,2,5,3,2,4,2,3,6,1,2,3
629414,3,9,1,2,3,10,1,6,2,11,0
704673,2,9,3,11,4,4,3,13,2,1,0
368324,1,10,3,11,4,10,3,10,2,8,3
877740,4,3,2,2,4,8,3,3,2,4,1
175303,3,6,4,13,4,8,2,8,4,10,1
361004,4,13,2,2,4,12,3,1,3,5,0
337147,2,7,4,8,3,13,1,13,2,3,1
577783,3,9,2,4,2,11,4,9,1,2,1
739449,2,12,3,2,2,5,2,10,3,1,0
1017976,2,7,3,3,1,1,1,9,1,12,0
492202,4,4,3,9,2,6,2,12,1,5,0
548315,2,2,4,5,3,1,2,1,3,6,1
143601,2,6,2,5,4,11,1,9,3,10,0
916478,3,9,1,2,2,5,1,4,1,9,1
775273,1,12,1,9,2,12,3,7,3,2,1
613200,3,10,2,10,1,13,3,1,2,13,2
972955,4,1,3,3,3,8,3,9,4,7,0
256595,4,1,2,4,1,3,4,6,1,12,0
304400,3,3,2,10,3,2,4,3,3,1,1
212347,3,3,3,7,1,2,4,3,2,10,1
949949,1,12,2,1,1,10,3,8,3,10,1
959083,4,11,4,4,2,13,3,2,4,9,0
724577,1,9,3,13,4,4,4,6,2,10,0
709115,2,12,4,4,4,8,2,1,4,9,0
627014,2,11,3,8,1,3,2,13,4,5,0
278552,1,5,1,3,2,1,2,2,4,11,0
166463,1,3,1,4,2,8,4,5,2,10,0
256554,3,11,2,9,2,11,4,9,2,6,2
883905,2,13,4,4,4,13,2,4,2,3,2
130625,3,3,1,8,2,1,4,4,2,9,0
695642,3,1,4,13,3,9,4,9,3,13,2
122167,4,1,2,9,2,11,4,9,3,1,2
762527,3,6,3,11,1,9,1,8,3,5,0
187518,4,1,1,3,4,13,3,1,4,12,1
372229,3,8,4,8,3,13,3,11,4,12,1
94610,1,6,1,1,1,12,3,8,1,7,0
421399,1,6,3,3,2,12,1,1,1,2,0
100229,2,6,4,6,2,13,4,7,1,5,1
295080,4,2,2,12,2,8,4,9,1,1,0
739679,4,5,4,11,2,13,4,12,4,8,0
334488,1,2,2,2,3,12,1,9,1,1,1
103906,1,3,3,11,4,1,4,6,3,9,0
614375,3,5,3,3,1,8,2,11,4,4,0
803273,3,6,3,11,2,2,1,12,3,4,0
552343,3,11,4,6,4,1,1,8,3,9,0
905999,4,2,4,5,4,11,1,13,1,10,0
365923,1,12,2,12,4,3,1,9,4,13,1
710212,3,10,2,1,3,1,4,10,1,8,2
512414,2,8,1,2,2,11,4,3,3,3,1
534592,3,11,4,10,3,12,4,11,3,5,1
24324,2,12,4,12,4,10,2,10,2,7,2
652438,4,7,4,11,4,3,1,11,3,12,1
197003,1,11,4,11,2,6,3,12,3,10,1
127367,2,1,4,6,1,6,3,3,2,10,1
457352,4,3,3,4,4,13,2,4,2,2,1
928426,3,2,2,6,2,12,1,13,1,12,1
611579,4,12,2,8,3,10,2,11,4,8,1
654480,2,12,4,2,1,5,4,9,3,7,0
338236,1,5,4,3,2,12,3,4,3,3,1
938451,2,2,4,7,4,11,1,13,3,2,1
434374,2,2,2,12,1,6,2,8,3,10,0
234655,2,3,2,11,2,6,4,4,3,9,0
162329,3,13,4,9,2,5,2,2,3,10,0
1019387,2,1,1,10,3,2,4,2,1,9,1
478695,3,1,4,3,3,3,2,1,2,6,2
133031,4,12,1,4,1,9,3,3,1,1,0
165955,2,9,1,10,1,7,2,8,1,9,1
848365,4,7,2,3,2,1,1,12,3,6,0
909944,1,6,4,9,3,3,3,7,3,5,0
496655,4,9,1,10,2,7,3,7,3,2,1
1002669,2,7,2,3,3,13,1,6,3,5,0
493675,2,13,4,7,1,11,2,5,1,5,1
401188,4,8,4,1,1,4,3,3,4,10,0
202074,2,13,4,9,4,2,3,11,2,5,0
567520,1,12,3,6,4,7,3,1,4,5,0
1006324,1,8,1,12,2,6,4,5,3,6,1
963110,2,8,3,2,1,13,4,12,1,2,1
405426,3,2,2,11,3,13,2,6,3,12,0
470982,4,8,1,5,4,4,1,4,1,3,1
396451,3,12,4,4,4,12,3,6,1,10,1
350148,3,7,1,2,3,1,1,9,1,12,0
311764,3,1,3,12,4,10,1,12,3,8,1
1019068,4,1,2,5,4,10,4,2,1,11,0
973615,2,10,1,6,1,8,3,6,1,13,1
56060,3,1,3,4,1,2,2,6,4,6,1
634434,3,7,3,1,4,11,1,8,1,5,0
132828,2,6,1,9,4,2,3,5,3,7,0
426958,4,1,3,10,3,4,3,3,1,9,0
44817,3,3,4,11,4,9,3,1,1,2,0
461587,4,4,4,8,1,8,1,6,3,8,3
962594,4,1,4,2,1,12,1,5,2,1,1
813276,3,12,1,12,1,7,2,2,2,7,2
359122,2,6,4,4,1,6,1,3,1,2,1
25390,4,1,2,11,1,10,1,11,2,8,1
170694,3,3,2,12,3,12,3,9,2,1,1
817739,4,10,3,13,4,13,3,8,2,6,1
297253,4,10,4,5,4,11,4,7,3,6,0
990713,3,7,4,11,2,4,3,3,4,9,0
316076,2,9,3,2,2,10,2,3,2,6,0
244178,3,11,2,7,2,3,4,6,4,11,1
471356,2,4,1,10,1,1,3,8,3,10,1
824406,1,5,3,3,1,1,1,9,2,13,0
838371,2,9,3,8,1,12,1,11,3,10,4
802029,4,6,4,1,2,3,3,13,3,12,0
192718,3,6,1,5,3,9,2,9,3,10,1
847469,1,6,2,3,2,5,4,5,1,2,1
843716,2,3,2,8,1,9,2,7,4,6,0
436178,3,5,2,2,1,11,4,11,1,1,1
411094,1,8,4,4,2,8,2,10,2,9,1
322994,2,11,3,10,1,1,4,4,4,11,1
756212,2,10,4,13,2,7,2,13,3,2,1
769727,2,2,4,4,4,11,1,4,1,5,1
87103,4,13,4,6,3,7,2,1,2,13,1
227781,1,7,1,9,3,12,2,9,4,11,1
105993,3,5,4,7,3,3,3,8,4,6,0
719207,1,4,2,10,4,10,2,8,2,11,1
562344,3,4,2,6,2,1,2,2,4,7,0
172645,2,1,4,5,2,3,2,13,3,10,0
423859,4,5,2,4,2,9,2,11,1,9,1
509580,3,7,3,2,3,11,4,2,1,2,3
148372,2,4,3,1,1,10,1,3,1,11,0
541591,3,13,3,6,1,10,2,4,3,2,0
185110,1,3,4,12,2,12,3,1,2,6,1
727625,1,5,1,4,1,10,3,10,4,4,2
846363,1,2,2,8,4,4,1,9,3,5,0
288801,4,6,1,9,4,3,3,8,4,4,0
347250,2,4,2,8,1,6,1,10,4,11,0
296447,2,10,2,11,1,7,2,12,1,5,0
191387,2,11,1,8,4,11,4,5,4,2,1
851900,2,5,3,12,3,11,3,7,3,6,0
315679,1,2,2,2,4,9,1,1,4,8,1
912306,2,3,1,10,2,12,1,5,3,7,0
611310,1,10,4,5,1,9,4,3,4,6,0
956076,1,12,4,11,4,13,1,13,1,6,1
672278,2,6,3,9,3,10,1,7,4,6,1
91437,3,1,4,8,4,9,3,10,4,7,0
611607,2,12,2,5,1,11,2,3,4,8,0
390024,3,6,4,6,4,13,3,5,1,10,1
732012,4,11,2,4,1,9,4,6,1,7,0
70956,2,7,2,12,1,7,4,8,4,12,2
975896,2,5,2,4,3,12,2,13,4,4,1
147277,3,2,4,13,4,9,1,11,1,7,0
89658,2,4,2,3,2,9,3,6,2,7,0
809426,2,10,2,6,3,2,4,13,1,1,0
822656,3,4,3,3,2,13,1,12,4,9,0
917331,4,13,2,1,1,1,3,11,2,2,1
293562,2,5,1,5,2,10,2,11,4,13,1
862198,1,12,3,9,2,9,2,8,2,6,1
104807,3,3,2,11,2,4,1,11,3,4,2
507417,1,12,3,5,3,6,3,11,3,3,0
175532,2,6,4,13,1,9,4,3,3,3,1
686579,2,13,4,3,2,1,2,2,2,11,0
313982,4,2,3,13,1,1,1,4,1,2,1
197782,1,8,2,13,4,12,3,12,4,8,2
877671,3,12,4,13,4,4,2,12,2,4,2
684078,2,9,3,2,1,8,2,3,3,9,1
680746,1,2,3,2,4,8,1,8,2,5,2
346384,3,11,2,10,2,4,2,6,3,10,1
507570,2,3,4,10,3,9,1,7,2,13,0
375730,1,4,4,4,2,4,1,12,1,3,3
866885,3,4,4,7,4,5,4,6,3,2,0
396657,2,4,4,8,3,13,3,3,4,4,1
535854,3,11,2,3,4,5,2,4,2,5,1
